schoolID,schoolName,schoolStatsURL,rdStatsURL
478093,TCU,https://stats.ncaa.org/team/698/14900,https://stats.ncaa.org/teams/478093
478090,Temple,https://stats.ncaa.org/team/690/14900,https://stats.ncaa.org/teams/478090
478091,Tennessee,https://stats.ncaa.org/team/694/14900,https://stats.ncaa.org/teams/478091
478095,Texas,https://stats.ncaa.org/team/703/14900,https://stats.ncaa.org/teams/478095
478092,Texas A&M,https://stats.ncaa.org/team/697/14900,https://stats.ncaa.org/teams/478092
478086,Texas St.,https://stats.ncaa.org/team/670/14900,https://stats.ncaa.org/teams/478086
478094,Texas Tech,https://stats.ncaa.org/team/700/14900,https://stats.ncaa.org/teams/478094
478098,Toledo,https://stats.ncaa.org/team/709/14900,https://stats.ncaa.org/teams/478098
478099,Troy,https://stats.ncaa.org/team/716/14900,https://stats.ncaa.org/teams/478099
478100,Tulane,https://stats.ncaa.org/team/718/14900,https://stats.ncaa.org/teams/478100
478101,Tulsa,https://stats.ncaa.org/team/719/14900,https://stats.ncaa.org/teams/478101
477989,UAB,https://stats.ncaa.org/team/9/14900,https://stats.ncaa.org/teams/477989
478008,UCF,https://stats.ncaa.org/team/128/14900,https://stats.ncaa.org/teams/478008
478007,UCLA,https://stats.ncaa.org/team/110/14900,https://stats.ncaa.org/teams/478007
478015,UConn,https://stats.ncaa.org/team/164/14900,https://stats.ncaa.org/teams/478015
478056,UNLV,https://stats.ncaa.org/team/465/14900,https://stats.ncaa.org/teams/478056
478096,UTEP,https://stats.ncaa.org/team/704/14900,https://stats.ncaa.org/teams/478096
478097,UTSA,https://stats.ncaa.org/team/706/14900,https://stats.ncaa.org/teams/478097
478106,Utah,https://stats.ncaa.org/team/732/14900,https://stats.ncaa.org/teams/478106
478105,Utah St.,https://stats.ncaa.org/team/731/14900,https://stats.ncaa.org/teams/478105
478107,Vanderbilt,https://stats.ncaa.org/team/736/14900,https://stats.ncaa.org/teams/478107
478109,Virginia,https://stats.ncaa.org/team/746/14900,https://stats.ncaa.org/teams/478109
478108,Virginia Tech,https://stats.ncaa.org/team/742/14900,https://stats.ncaa.org/teams/478108
478110,Wake Forest,https://stats.ncaa.org/team/749/14900,https://stats.ncaa.org/teams/478110
478112,Washington,https://stats.ncaa.org/team/756/14900,https://stats.ncaa.org/teams/478112
478111,Washington St.,https://stats.ncaa.org/team/754/14900,https://stats.ncaa.org/teams/478111
478113,West Virginia,https://stats.ncaa.org/team/768/14900,https://stats.ncaa.org/teams/478113
478114,Western Ky.,https://stats.ncaa.org/team/772/14900,https://stats.ncaa.org/teams/478114
478115,Western Mich.,https://stats.ncaa.org/team/774/14900,https://stats.ncaa.org/teams/478115
478116,Wisconsin,https://stats.ncaa.org/team/796/14900,https://stats.ncaa.org/teams/478116
478117,Wyoming,https://stats.ncaa.org/team/811/14900,https://stats.ncaa.org/teams/478117
